target_variable,RMSE_2_back,RMSE_1_back,RMSE_0_back,RMSE_1_ahead,RMSE_2_ahead,RMSE,MAE_2_back,MAE_1_back,MAE_0_back,MAE_1_ahead,MAE_2_ahead,MAE,q22020_2_back,q22020_1_back,q22020_0_back,q22020_1_ahead,q22020_2_ahead,variables,network,n_timesteps,train_episodes,batch_size,lr,decay,missings
x_world,0.02197976067001704,0.02440710879778444,0.021950984447878696,0.0149141521562684,0.01419308371178775,0.019489017956747262,0.017779310499562582,0.019515884079194776,0.017828503160182578,0.010985044662397732,0.010623226327696623,0.015346393745806857,-0.08802075684070587,-0.35203948616981506,-0.1850372850894928,-0.19665859639644626,-0.1731071174144745,"['x_in', 'cci_de', 'manuf_emp_fut_it', 'x_us', 'x_vol_world2', 'serv_emp_fut_nl', 'constr_ca', 'manuf_emp_fut_nl', 'bci_fr']","MV_LSTM(  (l_lstm): LSTM(9, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02390885899936852,0.02445058348186323,0.02157872221962712,0.014174990860209296,0.012116696491320205,0.01924597041047767,0.018595820074751062,0.020455202290071608,0.017130294705567903,0.0116449776471692,0.010391272156624444,0.015643513374836847,-0.012384125962853432,-0.1203710064291954,-0.1552378386259079,-0.14593017101287842,-0.13600505888462067,"['x_vol_jp', 'adv_rti_us', 'ipi_us', 'x_kr', 'x_uv_world', 'ipi_de', 'x_ru', 'container_hk', 'x_vol_ez', 'x_vol_world2', 'manuf_ba_conf_nl']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.020498298863460048,0.021523044732927786,0.02079348906368748,0.02055037749550051,0.01725678840846254,0.020124399712807668,0.015903544473680704,0.017986263650151952,0.01741288336106489,0.01700490041083303,0.015045843152124897,0.016670687009571094,0.0054868608713150024,-0.12879155576229095,-0.2686840295791626,-0.17388787865638733,-0.1582973450422287,"['bci_de', 'ind_orders_ez', 'bci_fr', 'bci_jp', 'bci_br', 'pmi_nm_us', 'ipi_fr', 'fc_x_jp', 'export_orders_de', 'container_sg', 'ipi_de', 'rti_val_us', 'container_hk', 'ipi_oecd', 'serv_conf_nl', 'manuf_ba_conf_nl', 'manuf_orders_fr', 'manuf_emp_fut_de']","MV_LSTM(  (l_lstm): LSTM(18, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.029023952959796658,0.01967648028342396,0.02038701346217992,0.014024792156713477,0.009939350019628493,0.0186103177763485,0.022283590045485864,0.016657118926155002,0.015973799676063345,0.012019248902174642,0.008690349933676591,0.015124821496711087,-0.01411379314959049,-0.052626874297857285,-0.2074110060930252,-0.20174625515937805,-0.14536258578300476,"['x_mx', 'ipi_jp', 'ipi_cn', 'x_vol_cn', 'ipi_mx', 'x_servs_us', 'ipi_eu27', 'rti_vol_br', 'manuf_ba_conf_pl', 'serv_emp_fut_nl', 'x_br', 'bci_de', 'ipi_oecd', 'x_us', 'ipi_br', 'ipi_ru', 'x_nl', 'rti_val_us', 'fc_gdp_jp']","MV_LSTM(  (l_lstm): LSTM(19, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.025208321070441624,0.017875865972284754,0.01993036499004845,0.01618358574967611,0.014434818041682822,0.01872659116482676,0.021581094069194118,0.015732667572764567,0.016035651943567146,0.01432838080296619,0.012940543102212987,0.016123667498141002,-0.020128652453422543,-0.06952391564846039,-0.196048304438591,-0.18148285150527954,-0.1550275981426239,"['container_index', 'manuf_ba_conf_ch', 'x_us', 'ipi_eu27', 'bci_uk', 'x_br', 'bci_br', 'fc_gdp_de', 'bci_nl', 'x_vol_cis', 'fc_gdp_oecd', 'ipi_kr', 'manuf_orders_us_2', 'export_orders_nl', 'manuf_orders_nl', 'rti_vol_us', 'ipi_mx']","MV_LSTM(  (l_lstm): LSTM(17, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.021418467696801214,0.025047625382979482,0.02172635765311531,0.021264334827534655,0.02091117585344149,0.022073592282774442,0.015716572890649132,0.01977503588094735,0.017559027269372824,0.017745173905420113,0.017230926018317494,0.017605347192941385,-0.006822420284152031,-0.11231639981269836,-0.16450202465057373,-0.15746966004371646,-0.13052025437355042,"['x_vol_ema', 'x_kr', 'pmi_nm_us', 'manuf_emp_fut_de', 'fc_x_jp', 'fc_x_us', 'fc_gdp_us', 'export_orders_fr', 'container_index', 'air_freight_hkg', 'p_manuf', 'rti_vol_br', 'ipi_oecd']","MV_LSTM(  (l_lstm): LSTM(13, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02582390055526353,0.017457224338915202,0.026041506863946042,0.021616661294395732,0.013831927103551273,0.020954244031214358,0.020195090152265987,0.014582867795925903,0.01893149079068491,0.015664998164986458,0.01011103410513948,0.01589709620180055,0.005339561030268669,-0.0682573989033699,-0.30718499422073364,-0.07779178023338318,-0.06209758669137955,"['x_us', 'manuf_emp_fut_de', 'fc_gdp_us', 'bci_de', 'x_za', 'pmi_nm_us', 'manuf_orders_fr']","MV_LSTM(  (l_lstm): LSTM(7, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.01911311007119889,0.022661761356707995,0.018067902750031728,0.014719978209578415,0.012408370996435521,0.01739422467679051,0.015089297458726659,0.01880574737721816,0.015626060987881038,0.01137522053017945,0.008844118237094436,0.013948088918219949,-0.03558500111103058,-0.17090857028961182,-0.15653333067893982,-0.11785240471363068,-0.10740049183368684,"['constr_ca', 'bci_kr', 'x_vol_world', 'x_vol_ez', 'x_fr', 'x_uv_world', 'fc_gdp_jp', 'x_in', 'ipi_fr', 'x_servs_us', 'manuf_emp_fut_nl', 'x_kr', 'ind_orders_ez', 'bci_jp', 'x_ca']","MV_LSTM(  (l_lstm): LSTM(15, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03184626275008217,0.02705936362872092,0.024877524126265583,0.021068840545478883,0.01961480139846602,0.02489335848980272,0.025985855844081616,0.023198209720640628,0.021940287171407568,0.01721676262968044,0.015364193811875171,0.02074106183553709,-0.035462532192468636,-0.14205239713191986,-0.19435083866119385,-0.18484613299369806,-0.1718643605709076,"['bci_us', 'bci_jp', 'air_freight_hkg', 'x_vol_jp', 'ipi_cn', 'x_vol_ez', 'ipi_us', 'x_ru', 'manuf_emp_fut_de', 'container_hk', 'pmi_manuf_us', 'pmi_nm_us', 'export_orders_it', 'export_orders_fr', 'manuf_ba_conf_it', 'bci_de']","MV_LSTM(  (l_lstm): LSTM(16, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.01874275907130869,0.01893489180692773,0.01871268891045369,0.02041322384425217,0.015164791696806687,0.0183936710659498,0.013826844983012652,0.01358583931083618,0.014617378958623656,0.016627553264928447,0.012332441697614265,0.014198011643003041,-0.0010444466024637222,-0.12404067814350128,-0.3271734118461609,-0.22183306515216827,-0.1756451576948166,"['pmi_manuf_us', 'ipi_eu27', 'x_vol_us', 'bci_us', 'x_it', 'x_vol_jp']","MV_LSTM(  (l_lstm): LSTM(6, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03995051619913564,0.03197950607384044,0.027659880737838084,0.028530773834142813,0.02597706888188973,0.030819549145369336,0.03309157862538594,0.02770181486896367,0.02313601575910692,0.0227212980827228,0.019087203076903488,0.02514758208261656,-0.022080477327108383,-0.0739412009716034,-0.22381481528282168,-0.13847699761390686,-0.11059344559907912,"['manuf_orders_de', 'x_vol_cn', 'fc_x_de', 'ipi_br', 'rti_val_us', 'ipi_cn']","MV_LSTM(  (l_lstm): LSTM(6, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02347970986308883,0.023881344540531767,0.021596434108644518,0.015117234839744228,0.013645096567600346,0.019543963983921938,0.019404286252180214,0.018427318898074228,0.01657408202253256,0.011682543504099054,0.010585399595831562,0.015334726054543526,-0.07838597148656845,-0.3547077476978302,-0.2826712131500244,-0.24233031272888186,-0.2279979735612869,"['pmi_manuf_us', 'x_in', 'fc_x_us', 'ipi_uk', 'x_us', 'x_servs_us', 'ipi_fr']","MV_LSTM(  (l_lstm): LSTM(7, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02665580938981079,0.025537628722329102,0.023653775399436083,0.0209541981796521,0.019561252453614567,0.023272532828968528,0.021125754177247942,0.018741976958741698,0.018521086596594644,0.015715984297014634,0.014515339709865491,0.01772402834789288,-0.025691520422697067,-0.09869469702243804,-0.2072711735963821,-0.221384197473526,-0.2024589478969574,"['x_servs_us', 'export_orders_it', 'fc_gdp_uk', 'ipi_eu27', 'x_vol_us', 'ipi_kr']","MV_LSTM(  (l_lstm): LSTM(6, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02311565358895996,0.024128777319570003,0.01741368166239271,0.017037035967765908,0.012894932236402276,0.018918016155018168,0.017482676055185664,0.02104512787470356,0.014519225450934212,0.013072831106354179,0.01037507094810455,0.015298986287056431,0.01206514984369278,-0.08311805874109268,-0.19683599472045896,-0.15062402188777926,-0.11274715512990953,"['x_kr', 'bci_uk', 'x_oecd', 'x_vol_ez', 'bci_br', 'x_briics', 'manuf_orders_us_2', 'fc_gdp_us', 'serv_conf_nl', 'x_cn_2']","MV_LSTM(  (l_lstm): LSTM(10, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03292781601065763,0.02468891727174298,0.022590273378856825,0.019754556115309026,0.01845110105359359,0.023682532766032008,0.026996942886613383,0.019114725442447085,0.018072432066205228,0.015142940341657475,0.014671038880360325,0.0187996159234567,-0.023857971653342247,-0.12627828121185306,-0.2778918743133545,-0.2137603610754013,-0.17333120107650754,"['x_fr', 'ipi_cn', 'manuf_orders_us_2', 'ipi_oecd', 'ipi_uk', 'fc_gdp_us', 'x_cn', 'x_oecd', 'container_index', 'pmi_manuf_us', 'adv_rti_us']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.024035721866983776,0.02158479419691351,0.025065618921880136,0.019435739710886385,0.012281949831147995,0.02048076490556236,0.020351963638670763,0.0181842069260561,0.019177062226136903,0.013824453188697794,0.009827728600828232,0.016273082916077958,0.003028666600584984,-0.06429668515920639,-0.29157012701034546,-0.08771827071905136,-0.04462750256061554,"['manuf_orders_de', 'ind_orders_ez', 'x_uk', 'ipi_eu27', 'x_mx', 'bci_oecd', 'manuf_emp_fut_de', 'ipi_de', 'manuf_emp_fut_it', 'manuf_ba_conf_ch', 'bci_kr', 'cci_br', 'x_za', 'bci_fr']","MV_LSTM(  (l_lstm): LSTM(14, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02164160951697992,0.02470392217798769,0.01805047622354572,0.014603095272519072,0.013580671429590985,0.01851595492412468,0.017059306392083383,0.020771600164138062,0.01560249562383408,0.012368632637912713,0.01118734734968072,0.01539787643352979,-0.017782675102353096,-0.10018890351057053,-0.2260277569293976,-0.2044258564710617,-0.1567215472459793,"['x_vol_cn', 'x_ca', 'export_orders_fr', 'ipi_kr', 'x_uk', 'x_servs_us', 'export_orders_it', 'manuf_ba_conf_de', 'manuf_orders_us_2', 'rti_vol_us', 'bci_br', 'ipi_eu27']","MV_LSTM(  (l_lstm): LSTM(12, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02222708256775031,0.02113105222157772,0.017216492929504598,0.013089106167175278,0.01200015729220541,0.017132778235642663,0.01715654030754658,0.015131488240279125,0.013098979594133744,0.009387633265042177,0.009147556630610787,0.012784439607522482,0.012310139834880829,-0.029491018503904343,-0.1833099722862244,-0.11231409758329393,-0.0717865601181984,"['ipi_mx', 'x_uv_world', 'x_vol_ema', 'air_freight_hkg', 'fc_gdp_us', 'ipi_fr', 'x_vol_jp', 'ipi_uk', 'manuf_ba_conf_pl', 'rti_vol_us', 'x_cn', 'export_orders_fr', 'x_it', 'ipi_oecd', 'bci_de']","MV_LSTM(  (l_lstm): LSTM(15, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02410080800077705,0.02325739571944312,0.02112539939655733,0.015954958196367268,0.01387252306508927,0.019662216875646808,0.01945496954909521,0.018473610431700285,0.018027414185340256,0.013562932948816522,0.011770909810725252,0.0162579673851355,-0.006823629140853882,-0.09653933346271516,-0.19835925102233887,-0.17725928127765656,-0.15546704828739166,"['x_vol_jp', 'ipi_mx', 'x_vol_ez', 'x_vol_us', 'p_comm', 'manuf_emp_fut_it', 'bci_uk', 'manuf_ba_conf_it', 'container_index', 'export_orders_fr']","MV_LSTM(  (l_lstm): LSTM(10, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02627426253095136,0.033416622298079686,0.029095311296826788,0.02904400161683262,0.02904400161683262,0.029374839871904618,0.02143865573031592,0.025879776042111058,0.020316248786911226,0.024852629438124947,0.024852629438124947,0.023467987887117608,-0.006420644000172615,-0.11758339405059814,-0.10204507410526276,-0.06803084164857864,-0.06803084164857864,"['fc_gdp_us', 'x_kr', 'air_freight_hkg', 'x_cn_2', 'bci_us', 'pmi_manuf_us']","MV_LSTM(  (l_lstm): LSTM(6, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03853533937032575,0.029015872619557407,0.030290460650683845,0.024535651874779508,0.02833737346226694,0.030142939595522687,0.031491321504359425,0.02338396170162375,0.02482501632039388,0.01986170902922441,0.022201324868277583,0.02435266668477581,-0.02830556593835354,-0.11847054958343504,-0.301964670419693,-0.14149320125579834,-0.10716772079467772,"['serv_emp_fut_nl', 'x_servs_us', 'fc_gdp_jp', 'fc_x_de', 'fc_gdp_de', 'ipi_fr', 'rti_vol_us', 'ipi_cn', 'container_index', 'manuf_orders_us_2', 'x_br']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02384814688579271,0.020796049580236828,0.01873926181177241,0.013937842272486706,0.010586544538084523,0.017581569017674634,0.019679089999289662,0.017662972024168073,0.014282521359009388,0.0104308183356966,0.008437909903809906,0.014098662324394724,-0.005215775221586227,-0.06269998848438263,-0.18050861358642573,-0.1749224215745926,-0.1503559648990631,"['x_cn', 'x_vol_jp', 'x_vol_afr', 'p_comm', 'fc_x_us', 'fc_gdp_us', 'ipi_de', 'manuf_orders_it', 'ipi_it', 'x_nl', 'manuf_ba_conf_ch', 'pmi_manuf_us', 'x_vol_ez', 'x_be', 'manuf_emp_fut_de', 'constr_ca', 'bci_oecd', 'x_jp', 'bci_jp']","MV_LSTM(  (l_lstm): LSTM(19, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03118748354588498,0.027938977061886125,0.02416594311816294,0.018711557932208973,0.0168926479641351,0.023779321924455626,0.0254021783403023,0.0210047447565446,0.01944203782997312,0.014812297576900462,0.012951567446327758,0.01872256519000965,-0.022829500958323482,-0.08304785192012787,-0.20223784446716309,-0.17806847393512726,-0.14553847908973694,"['fc_x_de', 'x_vol_afr', 'x_ca', 'x_vol_jp', 'bci_nl', 'bci_br', 'adv_rti_us', 'cci_de', 'x_cn', 'x_de', 'ipi_cn', 'fc_gdp_de', 'manuf_emp_fut_de', 'manuf_orders_us_2', 'cci_br', 'manuf_emp_fut_it', 'x_nl']","MV_LSTM(  (l_lstm): LSTM(17, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02465698549114797,0.028001593748356472,0.02530647902994724,0.024336598108765255,0.0209350403042828,0.02464733933649995,0.02025255150195045,0.02414575380788609,0.02195144955996134,0.01993327704815645,0.017229411210532126,0.02070248862569729,-0.012383672408759594,-0.12314251065254213,-0.22178012132644653,-0.1808103770017624,-0.1469193547964096,"['manuf_ba_conf_pl', 'x_ca', 'adv_rti_us', 'manuf_ba_conf_it', 'ipi_fr', 'export_orders_it', 'x_vol_ez']","MV_LSTM(  (l_lstm): LSTM(7, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.022152598972748003,0.023075452721514737,0.020128597026684496,0.017528843899795473,0.013559449687261641,0.01928898846160087,0.01633289918909871,0.016484015261198158,0.015643186938503775,0.013887544301279751,0.011370543451677356,0.014743637828351553,-0.009846843779087068,-0.11240717768669127,-0.2471012622117996,-0.2187427133321762,-0.17414826154708862,"['adv_rti_us', 'manuf_ba_conf_pl', 'x_de', 'manuf_emp_fut_de', 'manuf_ba_conf_de', 'export_orders_us', 'bci_oecd', 'x_us', 'bci_nl']","MV_LSTM(  (l_lstm): LSTM(9, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02031590772857763,0.0158224799132065,0.020168332191371898,0.015968076604438733,0.010375499901134098,0.016530059267745773,0.015227424361460063,0.012920379251433054,0.015178237179138491,0.011585121597616335,0.00826223039764193,0.012634678557457974,-0.002905648201704025,-0.07970915734767914,-0.31168386340141296,-0.198697566986084,-0.18309813737869265,"['x_vol_cn', 'ipi_ru', 'x_ru', 'fc_x_nl', 'x_be', 'manuf_ba_conf_it', 'ipi_mx', 'x_vol_ez', 'x_vol_ema', 'bci_nl', 'ipi_de', 'rti_vol_us', 'manuf_ba_conf_ch', 'manuf_orders_us_2', 'x_de', 'rti_val_us', 'x_za', 'manuf_orders_nl', 'ind_orders_ez']","MV_LSTM(  (l_lstm): LSTM(19, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02274544527416732,0.019317261675909258,0.02124217169599126,0.017383799203122562,0.011836820226853695,0.01850509961520882,0.019167139516288702,0.015882878168398482,0.01625957545246525,0.013043576340245751,0.009282737617954687,0.014727181419070576,-0.0009101592004299164,-0.06286698579788208,-0.30066537857055664,-0.18331871926784515,-0.1672755926847458,"['manuf_shipments_us', 'ipi_de', 'x_ru', 'fc_x_us', 'manuf_emp_fut_it', 'x_uv_world', 'manuf_orders_us_2', 'x_de', 'x_za']","MV_LSTM(  (l_lstm): LSTM(9, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.027526242778845186,0.02595833632145746,0.0233153744453136,0.01851508755633673,0.015631992193232032,0.022189406659037,0.022929643378162112,0.02191144250984341,0.017977003272907115,0.013521679955974395,0.011732960448181529,0.017614545913013712,-0.006476732902228832,-0.1199699193239212,-0.17819078266620636,-0.15432119369506836,-0.13548898696899414,"['fc_x_nl', 'x_vol_afr', 'manuf_emp_fut_nl', 'manuf_orders_it', 'x_br', 'ipi_jp', 'x_sg', 'export_orders_fr', 'pmi_nm_us', 'x_uk']","MV_LSTM(  (l_lstm): LSTM(10, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02326795017749799,0.025622684089155297,0.021590981682400204,0.01867509807603743,0.018570766886830386,0.021545496182384258,0.018502177930872526,0.021052506354830133,0.016918050941804725,0.015116001098476384,0.014765042919228366,0.017270755849042425,-0.03422089666128158,-0.11333819478750227,-0.15285129845142365,-0.17438454926013947,-0.1662273108959198,"['manuf_emp_fut_it', 'fc_gdp_de', 'ipi_oecd', 'fc_x_nl', 'pmi_nm_us', 'fc_x_us', 'cci_br', 'export_orders_us', 'cci_de', 'fc_x_jp', 'x_vol_cn', 'manuf_orders_fr', 'x_vol_world', 'serv_conf_fr', 'manuf_ba_conf_pl']","MV_LSTM(  (l_lstm): LSTM(15, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.018806811929186668,0.022867493745666264,0.017973939656810732,0.014458413658827374,0.013295940502382279,0.017480519898574663,0.015257815529548913,0.018177346050548986,0.015206807195452362,0.011353305268567569,0.0108977344373383,0.014178601696291229,-0.03309311717748642,-0.11804085969924928,-0.1543331742286682,-0.14944034814834595,-0.12821675837039948,"['x_vol_us', 'fc_gdp_de', 'manuf_ba_conf_nl', 'rti_vol_us', 'x_in', 'x_ca', 'bci_nl', 'p_manuf', 'x_sg', 'pmi_manuf_us', 'x_be', 'serv_conf_fr', 'ipi_kr', 'ipi_oecd', 'x_nl']","MV_LSTM(  (l_lstm): LSTM(15, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02448361524030537,0.02461680951636954,0.021187151818989874,0.01627309178285857,0.01331271901028604,0.01997467747376188,0.01907223380178924,0.021813189201931017,0.017163374048774716,0.012458511374017808,0.010655470030778944,0.016232555691458345,-0.004042139276862145,-0.11087681353092194,-0.2260401248931885,-0.1695539355278015,-0.1487414389848709,"['x_kr', 'x_jp', 'rti_vol_br', 'x_vol_us', 'manuf_emp_fut_it', 'fc_x_nl', 'x_vol_jp', 'manuf_ba_conf_pl', 'ipi_ru', 'p_comm', 'pmi_nm_us', 'ipi_br', 'ipi_uk', 'rti_val_us', 'manuf_orders_nl', 'bci_jp']","MV_LSTM(  (l_lstm): LSTM(16, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.02379861930872717,0.02077092987641269,0.018513298607181858,0.013823491854468154,0.0122081429049616,0.017822896510350298,0.018912577948383944,0.016763842056182032,0.01608674042042136,0.011397785927223713,0.009774495119313649,0.014587088294304941,-0.008909523487091064,-0.03879590705037117,-0.1623944640159607,-0.16588132083415985,-0.13788139820098874,"['x_nl', 'x_ru', 'ipi_jp', 'ipi_uk', 'x_vol_world2', 'fc_gdp_us']","MV_LSTM(  (l_lstm): LSTM(6, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.03581356139722964,0.033314605723656326,0.02944428233713358,0.026650320392587547,0.026575554211032158,0.03035966481232785,0.028907133259122555,0.026523155553312725,0.02227978101573013,0.019410729531326887,0.018928742709883543,0.023209908413875168,-0.0315077118575573,-0.12682762742042542,-0.30217379331588745,-0.1808575689792633,-0.14591509103775024,"['x_vol_ez', 'x_uk', 'fc_x_de', 'x_vol_jp', 'ipi_cn', 'ipi_it', 'rti_vol_br']","MV_LSTM(  (l_lstm): LSTM(7, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.023713498368651224,0.02431010400834949,0.019728154988872898,0.0185559052147706,0.015836467096775282,0.020428825935483896,0.017801592250684818,0.016049010806409376,0.013324983678773859,0.013315687792427193,0.0118776927070213,0.014473793447063309,0.003659646958112717,-0.0721222460269928,-0.26903942227363586,-0.19844134151935566,-0.15067340433597565,"['ipi_fr', 'serv_conf_fr', 'export_orders_it', 'export_orders_fr', 'x_vol_cn', 'x_cn_2', 'fc_x_de', 'manuf_orders_it', 'x_oecd', 'manuf_orders_nl', 'x_de']","MV_LSTM(  (l_lstm): LSTM(11, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.030408959856351538,0.02782236493665969,0.02309444338887094,0.02254258047153396,0.019672610813960482,0.02470819189347532,0.024803887247218246,0.02162765773183884,0.018767976128340462,0.01966140306813788,0.016529780087389978,0.020278140852585082,-0.024561595171689987,-0.15292388200759888,-0.3005594313144684,-0.2150370329618454,-0.18955036997795105,"['pmi_manuf_us', 'fc_gdp_jp', 'air_freight_hkg', 'ipi_cn', 'fc_x_jp', 'x_vol_us', 'manuf_emp_fut_nl', 'x_servs_us', 'x_be', 'pmi_nm_us', 'x_vol_jp', 'bci_br', 'rti_vol_br', 'x_jp', 'export_orders_it', 'fc_gdp_de', 'x_it', 'serv_emp_fut_nl']","MV_LSTM(  (l_lstm): LSTM(18, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.021252261815596682,0.022360213663487092,0.02434882425824564,0.015175038294777525,0.011964838776272413,0.01902023536167587,0.017453517011691202,0.01948797221471209,0.0201965562369368,0.012183802868453386,0.009688903189496374,0.01580215030425797,-0.036670681089162833,-0.14312925934791565,-0.15156970918178558,-0.0874500721693039,-0.06795164942741394,"['export_orders_de', 'fc_gdp_us', 'rti_val_us', 'x_vol_cn', 'x_ca', 'x_vol_afr', 'x_za', 'x_in', 'x_oecd', 'ipi_mx', 'fc_gdp_de', 'x_mx', 'manuf_ba_conf_ch', 'manuf_orders_fr']","MV_LSTM(  (l_lstm): LSTM(14, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
x_world,0.01916434414980492,0.02035335533161231,0.019727068459507183,0.013203441642806069,0.011745985716729544,0.016838839060092002,0.015093549420370419,0.01684540324383219,0.016234651320179958,0.010801127382136415,0.009629020136895523,0.0137207503006829,-0.03901553153991698,-0.15235641598701474,-0.2139754593372345,-0.12762659788131714,-0.1167522668838501,"['x_servs_us', 'cci_br', 'x_in', 'x_sg', 'bci_kr', 'bci_us', 'ipi_ru', 'bci_jp', 'fc_x_de', 'bci_br', 'fc_x_us', 'bci_uk', 'ipi_de', 'x_be', 'x_uv_world', 'container_index', 'rti_val_us', 'manuf_orders_fr', 'x_za']","MV_LSTM(  (l_lstm): LSTM(19, 20, num_layers=2, batch_first=True)  (l_linear): Linear(in_features=240, out_features=1, bias=True))",12,200,30,0.01,0.98,0.0
